Call Failure,Complaints,Subscription Length,Charge Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,Churn
0,0,31,0,2295,39,157,16,2,1,1,25,811.53,0
0,0,22,0,830,22,175,4,2,2,1,25,825.84,0
4,0,22,0,215,11,0,3,2,1,2,25,10.17,0
3,0,20,0,740,18,1,6,2,1,1,25,38.61,0
0,0,20,0,2740,47,0,16,3,1,1,30,111.48,0
7,0,36,1,4665,75,19,30,2,1,1,25,298.8,0
0,0,37,0,613,9,21,17,2,1,2,25,122.49,0
10,0,36,2,4070,86,46,41,3,1,1,30,350.24,0
6,0,36,1,14068,173,14,57,3,1,1,30,625.64,0
6,0,36,2,4810,87,16,38,3,1,1,30,259.88,0
5,0,36,1,6213,99,21,25,2,1,1,25,378.54,0
8,0,36,0,2533,58,22,30,3,1,2,30,191.64,0
2,0,35,2,6795,90,200,39,3,1,1,30,1075.4,0
0,0,35,0,1170,18,14,24,2,1,2,25,116.46,0
1,0,36,0,1005,18,27,21,2,1,2,25,167.535,0
0,1,35,0,295,4,14,13,2,1,2,25,76.455,1
6,0,35,2,11760,158,25,60,3,1,1,30,576.72,0
7,0,35,2,7013,79,122,50,2,1,1,25,868.14,0
22,0,31,0,1250,51,30,30,2,1,2,25,193.545,1
12,0,34,2,6113,102,40,37,2,1,1,25,459.675,0
0,0,32,1,3135,26,14,27,3,1,1,30,182.44,0
8,0,33,0,3285,45,23,29,2,1,2,25,253.35,1
8,1,34,0,2563,48,48,44,3,1,2,30,296.44,1
0,0,34,0,428,6,14,15,3,1,2,30,73.36,1
0,0,34,1,1963,29,14,19,3,1,1,30,135.68,0
1,0,34,1,4013,86,16,41,2,1,1,25,256.455,0
2,1,33,0,1960,48,52,33,3,1,2,30,288.32,1
5,0,34,1,3075,57,189,36,2,1,1,25,991.44,0
3,0,25,2,1610,40,207,24,2,2,1,25,1005.75,0
10,0,25,0,995,29,24,20,2,1,2,25,154.08,0
9,0,23,1,1520,36,33,26,2,1,1,25,218.52,0
1,0,23,1,3520,65,22,36,3,1,1,30,231.4,0
0,0,36,0,3465,55,0,10,2,1,1,25,158.4,0
0,0,37,0,0,0,0,0,2,1,2,25,0.0,0
2,0,36,0,2870,66,4,11,2,1,1,25,150.12,0
4,0,35,0,8210,105,116,26,3,1,1,30,796.6,0
0,0,36,0,12868,153,0,27,3,1,1,30,520.84,0
0,0,36,0,3610,67,0,8,3,1,1,30,147.08,0
0,0,36,0,5013,79,0,13,2,1,1,25,229.14,0
0,0,36,0,1333,38,0,4,3,1,2,30,54.84,0
0,0,35,0,5595,70,158,9,3,1,1,30,858.6,0
0,0,35,0,0,0,0,0,2,1,2,25,0.0,0
0,0,36,0,0,0,0,0,2,1,2,25,0.0,0
0,0,35,0,0,0,0,0,2,1,2,25,0.0,1
0,0,35,0,10560,138,0,30,3,1,1,30,427.92,0
0,0,35,0,5813,59,80,20,2,1,1,25,624.24,0
7,0,31,0,50,2,0,1,2,1,2,25,2.34,1
4,0,34,0,4913,82,0,7,2,1,1,25,224.775,1
0,0,32,0,1935,6,0,2,3,1,1,30,77.64,0
0,0,33,0,2085,25,0,9,2,1,2,25,94.95,1
0,1,34,0,1363,28,6,14,3,1,2,30,79.64,1
0,0,34,0,0,0,0,0,2,1,2,25,0.0,1
0,0,34,0,0,0,0,0,3,1,1,30,0.0,0
0,0,34,0,2813,66,0,11,2,1,1,25,129.555,0
0,0,33,0,760,28,10,3,3,1,2,30,71.52,0
0,0,34,0,1875,37,147,6,2,1,1,25,747.54,0
0,0,25,0,1903,20,165,8,2,2,1,25,829.035,0
0,0,25,0,0,0,0,0,2,1,2,25,0.0,0
0,0,23,0,0,0,0,0,2,1,1,25,0.0,0
0,0,23,0,2320,45,0,6,3,1,1,30,94.6,0
3,0,37,0,4180,71,30,19,3,1,1,30,290.04,0
0,0,38,0,128,5,32,6,3,1,2,30,133.32,0
0,0,37,0,2203,58,27,35,2,1,1,25,223.245,0
6,0,37,1,3585,82,57,30,3,1,1,30,374.68,0
8,0,36,2,8925,121,169,45,3,1,1,30,1037.84,0
2,0,37,0,13583,169,25,46,3,1,1,30,650.08,0
2,0,37,1,4325,83,27,27,3,1,1,30,284.32,0
1,0,37,0,5728,95,32,14,3,1,1,30,360.92,0
4,0,37,0,2048,54,33,19,3,1,2,30,216.08,0
0,0,36,0,685,14,25,13,2,1,2,25,143.955,0
0,0,37,0,520,14,38,10,3,1,2,30,173.36,0
0,0,36,0,0,0,25,0,2,1,2,25,112.5,1
3,0,36,1,6528,75,133,39,2,1,1,25,895.635,0
18,0,32,0,765,47,41,19,3,1,2,30,196.48,1
8,1,35,1,5628,98,51,26,2,1,1,25,487.17,1
0,0,33,0,2650,22,25,16,3,1,1,30,206.88,0
4,1,34,0,2800,41,34,18,3,1,2,30,249.64,1
4,0,35,0,2078,44,59,33,3,1,2,30,320.88,1
0,0,35,0,0,0,25,0,3,1,2,30,100.0,1
0,0,35,0,3528,82,27,30,3,1,1,30,252.4,0
0,0,34,0,1475,44,63,22,3,1,2,30,312.76,0
1,0,35,0,2590,53,200,25,2,1,1,25,1018.935,0
6,0,26,0,510,25,35,9,3,1,2,30,161.4,0
5,0,24,0,1035,32,44,15,2,1,1,25,246.015,0
0,0,24,0,3035,61,33,25,3,1,1,30,255.84,0
3,0,35,0,3950,59,0,11,2,1,1,25,180.405,0
0,0,36,0,0,0,0,0,2,1,2,25,0.0,0
6,0,35,0,3355,70,0,22,2,1,1,25,154.125,0
8,0,34,0,8695,109,105,37,3,1,1,30,772.16,0
2,0,35,0,13353,157,0,38,3,1,1,30,540.4,0
2,0,35,0,4095,71,0,19,3,1,1,30,166.64,0
1,0,35,0,5498,83,0,6,2,1,1,25,251.145,0
4,0,35,0,1818,42,0,11,3,1,2,30,74.4,0
0,0,34,0,6080,74,147,20,3,1,1,30,834.16,0
0,0,34,0,455,2,0,5,2,1,2,25,20.565,0
0,0,35,0,290,2,0,2,2,1,2,25,13.14,0
0,0,34,0,0,0,0,0,2,1,2,25,0.0,1
2,0,34,0,11045,142,0,41,3,1,1,30,447.48,0
3,0,34,0,6298,63,69,31,2,1,1,25,596.745,0
18,0,30,0,535,35,0,11,2,1,2,25,25.65,1
8,0,33,0,5398,86,0,18,2,1,1,25,246.78,1
0,0,31,0,2420,10,0,8,3,1,1,30,97.2,0
4,1,32,0,2570,29,0,10,2,1,2,25,116.955,1
4,0,33,0,1848,32,0,25,3,1,2,30,75.2,1
0,0,33,0,0,0,0,0,2,1,2,25,0.0,1
0,0,33,0,1248,13,0,3,3,1,1,30,50.44,0
0,0,33,0,0,0,0,0,3,1,2,30,0.0,1
0,0,33,0,3298,70,0,22,2,1,1,25,151.56,0
0,0,32,0,1245,32,0,14,3,1,2,30,51.08,0
1,0,33,0,2360,41,136,17,2,1,1,25,720.045,0
0,0,24,0,895,24,154,5,2,2,1,25,734.355,0
6,0,24,0,280,13,0,1,2,1,2,25,13.185,0
0,0,22,0,2805,49,0,17,3,1,1,30,114.16,0
5,0,36,0,4255,66,7,18,2,1,1,25,225.945,0
0,0,37,0,0,0,9,0,2,1,2,25,40.5,0
8,0,36,0,3660,77,34,29,2,1,1,25,321.165,0
10,0,35,1,9000,116,146,44,3,1,1,30,948.64,0
4,0,36,0,13658,164,2,45,3,1,1,30,560.88,0
4,0,36,0,4400,78,4,26,3,1,1,30,195.12,0
3,0,36,0,5803,90,9,13,2,1,1,25,305.685,0
6,1,36,0,2123,49,10,18,3,1,2,30,126.88,0
0,0,35,0,6385,81,188,27,3,1,1,30,1010.64,0
0,0,35,0,760,9,2,12,2,1,2,25,43.605,0
0,0,36,0,595,9,15,9,2,1,2,25,94.68,0
0,0,35,0,0,0,2,0,2,1,2,25,9.0,1
4,0,35,0,11350,149,13,48,3,1,1,30,511.96,0
5,0,35,0,6603,70,110,38,2,1,1,25,795.285,0
20,0,31,0,840,42,18,18,2,1,2,25,120.69,1
10,0,34,0,5703,93,28,25,2,1,1,25,386.82,1
0,0,32,0,2725,17,2,15,3,1,1,30,117.68,0
6,0,33,0,2875,36,11,17,2,1,2,25,180.495,1
6,1,34,0,2153,39,36,32,3,1,2,30,231.68,1
0,0,34,0,0,0,2,0,3,1,2,30,8.0,1
0,0,34,0,1553,20,2,7,3,1,1,30,70.92,0
0,0,34,0,3603,77,4,29,2,1,1,25,183.6,0
0,0,33,0,1550,39,40,21,3,1,2,30,223.56,0
3,0,34,0,2665,48,177,24,2,1,1,25,918.585,0
1,0,25,0,1200,31,195,12,2,2,1,25,932.895,0
8,0,25,0,585,20,12,8,2,1,2,25,81.225,0
7,0,23,0,1110,27,21,14,2,1,1,25,145.665,0
0,0,23,0,3110,56,10,24,3,1,1,30,166.64,0
1,0,36,0,3875,64,0,12,2,1,1,25,177.255,0
0,0,37,0,0,0,0,0,2,1,2,25,0.0,0
3,0,36,0,3703,59,0,30,2,1,1,25,169.29,0
4,0,36,0,3280,75,16,23,2,1,1,25,222.975,0
6,0,35,1,8620,114,128,38,3,1,1,30,861.36,0
0,0,36,0,13278,162,0,39,3,1,1,30,537.6,0
0,0,36,0,4020,76,0,20,3,1,1,30,163.84,0
0,0,36,0,5423,88,0,7,2,1,1,25,247.995,0
2,0,36,0,1743,47,0,12,3,1,2,30,71.6,0
0,0,35,0,6005,79,170,21,3,1,1,30,923.36,0
0,0,35,0,380,7,0,6,2,1,2,25,17.415,0
0,0,36,0,215,7,0,3,2,1,2,25,9.99,0
0,0,35,0,0,0,0,0,2,1,2,25,0.0,1
0,0,35,0,10970,147,0,42,3,1,1,30,444.68,0
1,0,35,0,6223,68,92,32,2,1,1,25,697.095,0
16,1,31,0,460,40,0,12,2,1,2,25,22.5,1
6,0,34,0,5323,91,10,19,2,1,1,25,288.63,1
0,0,32,0,2345,15,0,9,3,1,1,30,94.4,0
2,1,33,0,2495,34,0,11,2,1,2,25,113.805,1
2,0,34,0,1773,37,18,26,3,1,2,30,144.4,1
0,0,34,0,0,0,0,0,3,1,2,30,0.0,1
0,0,34,0,1173,18,0,1,3,1,1,30,47.64,0
0,0,34,0,3223,75,0,23,2,1,1,25,148.41,0
0,0,33,0,1170,37,22,15,3,1,2,30,136.28,0
0,0,34,0,2285,46,159,18,2,1,1,25,820.395,0
0,0,25,0,820,29,177,6,2,2,1,25,834.705,0
4,0,25,0,205,18,0,2,2,1,2,25,10.035,0
3,0,23,0,730,25,3,8,2,1,1,25,47.475,0
0,0,23,0,2730,54,0,18,3,1,1,30,111.36,0
1,0,31,0,4065,59,0,14,2,1,1,25,185.58,0
0,0,32,0,0,0,0,0,2,1,2,25,0.0,0
4,0,31,0,3470,70,17,25,2,1,1,25,235.8,0
6,0,30,0,8810,109,129,40,3,1,1,30,872.76,0
0,0,31,0,13468,157,0,41,3,1,1,30,545.0,0
0,0,31,0,4210,71,0,22,3,1,1,30,171.24,0
0,0,31,0,5613,83,0,9,2,1,1,25,256.32,0
2,0,31,0,1933,42,0,14,3,1,2,30,79.0,0
0,0,30,0,6195,74,171,23,3,1,1,30,934.76,0
0,0,30,0,570,2,0,8,2,1,2,25,25.74,0
0,0,31,0,405,2,0,5,2,1,2,25,18.315,0
0,0,30,0,0,0,0,0,2,1,2,25,0.0,1
0,0,30,0,11160,142,0,44,3,1,1,30,452.08,0
1,0,30,0,6413,63,93,34,2,1,1,25,709.92,0
16,0,26,0,650,35,1,14,2,1,2,25,35.325,1
6,0,29,0,5513,86,11,21,2,1,1,25,301.455,1
0,0,27,0,2535,10,0,11,3,1,1,30,101.8,0
2,0,28,0,2685,29,0,13,2,1,2,25,122.13,1
2,0,29,0,1963,32,19,28,3,1,2,30,155.8,1
0,0,29,0,0,0,0,0,2,1,2,25,0.0,1
0,0,29,0,1363,13,0,3,3,1,1,30,55.04,0
0,0,29,0,0,0,0,0,3,1,2,30,0.0,1
0,0,29,0,3413,70,0,25,2,1,1,25,156.735,0
0,0,28,0,1360,32,23,17,3,1,2,30,147.68,0
0,0,29,0,2475,41,160,20,2,1,1,25,833.22,0
0,0,20,0,1010,24,178,8,2,2,1,25,847.53,0
4,0,20,0,395,13,0,4,2,1,2,25,18.36,0
5,0,41,0,4065,71,6,16,3,1,1,30,189.44,0
0,0,42,0,13,5,8,3,3,1,2,30,32.72,0
0,0,41,0,2088,58,3,32,2,1,1,25,110.07,0
8,0,41,1,3470,82,33,27,3,1,1,30,274.08,0
10,0,40,2,8810,121,145,42,3,1,1,30,937.24,0
4,0,41,0,13468,169,1,43,3,1,1,30,549.48,0
4,0,41,1,4210,83,3,24,3,1,1,30,183.72,0
3,0,41,0,5613,95,8,11,3,1,1,30,260.32,0
6,0,41,0,1933,54,9,16,3,1,2,30,115.48,0
0,0,40,1,6195,86,187,25,3,1,1,30,999.24,0
0,0,40,0,570,14,1,10,2,1,2,25,30.78,0
0,0,41,0,405,14,14,7,3,1,2,30,72.76,0
0,0,40,0,0,0,1,0,2,1,2,25,4.5,1
5,0,40,1,6413,75,109,36,2,1,1,25,782.46,0
20,0,36,0,650,47,17,16,3,1,2,30,95.88,1
10,0,39,1,5513,98,27,23,2,1,1,25,373.995,1
0,0,37,0,2535,22,1,13,3,1,1,30,106.28,0
6,1,38,0,2685,41,10,15,3,1,2,30,149.04,1
6,0,39,0,1963,44,35,30,3,1,2,30,220.28,1
0,0,39,0,0,0,1,0,3,1,2,30,4.0,1
0,0,39,0,3413,82,3,27,3,1,1,30,151.8,0
0,0,38,0,1360,44,39,19,3,1,2,30,212.16,0
3,0,39,0,2475,53,176,22,2,1,1,25,905.76,0
1,0,30,1,1010,36,194,10,2,2,1,25,920.07,0
8,0,30,0,395,25,11,6,3,1,2,30,60.8,0
7,0,28,0,920,32,20,12,2,1,1,25,132.84,0
0,0,28,0,2920,61,9,22,3,1,1,30,155.24,0
0,0,21,0,1390,26,29,13,2,1,1,25,194.22,0
13,0,20,1,6087,141,86,41,2,2,1,25,667.26,0
9,0,37,0,4775,76,23,15,2,1,1,25,321.795,0
1,0,38,0,723,10,8,2,2,1,2,25,68.985,0
12,0,37,1,4180,87,33,26,3,1,1,30,302.68,0
14,0,36,2,9520,126,145,41,3,1,1,30,965.84,0
8,0,37,1,4920,88,3,23,3,1,1,30,212.32,0
7,0,37,0,6323,100,8,10,2,1,1,25,325.035,0
10,0,37,0,2643,59,9,15,3,1,2,30,144.08,0
4,0,36,1,6905,91,187,24,3,1,1,30,1027.84,0
1,0,36,0,1280,19,1,9,2,1,2,25,62.955,0
3,0,37,0,1115,19,14,6,2,1,2,25,114.03,0
0,0,36,0,0,0,1,0,2,1,2,25,4.5,1
8,0,36,1,11870,159,12,45,3,1,1,30,529.16,0
9,0,36,1,7123,80,109,35,2,1,1,25,814.635,0
24,0,32,0,1360,52,17,15,2,1,2,25,140.04,1
14,0,35,1,6223,103,27,22,2,1,1,25,406.17,0
2,0,33,0,3245,27,1,12,3,1,1,30,134.88,0
10,0,34,0,3395,46,10,14,3,1,2,30,177.64,1
10,1,35,0,2673,49,35,29,3,1,2,30,248.88,1
1,0,35,0,538,7,1,1,3,1,2,30,25.8,1
2,0,35,0,2073,30,1,4,3,1,1,30,88.12,0
3,0,35,0,4123,87,3,26,2,1,1,25,202.95,0
4,0,34,0,2070,49,39,18,3,1,2,30,240.76,0
7,0,35,0,3185,58,176,21,2,1,1,25,937.935,0
5,0,26,1,1720,41,194,9,2,2,1,25,952.245,0
12,0,26,0,1105,30,11,5,2,1,2,25,100.575,0
11,0,24,0,1630,37,20,11,2,1,1,25,165.015,0
3,0,24,0,3630,66,9,21,3,1,1,30,183.84,0
0,0,35,0,3355,54,0,15,2,1,1,25,153.405,0
0,0,36,0,0,0,0,0,2,1,2,25,0.0,0
0,0,35,0,2760,65,0,26,2,1,1,25,127.125,0
2,0,34,0,8100,104,112,41,3,1,1,30,776.16,0
0,0,35,0,12758,152,0,42,3,1,1,30,516.4,0
0,0,35,0,3500,66,0,23,3,1,1,30,142.64,0
0,0,35,0,4903,78,0,10,2,1,1,25,224.145,0
0,0,35,0,1223,37,0,15,3,1,2,30,50.4,0
0,0,34,0,5485,69,154,24,3,1,1,30,838.16,0
0,0,34,0,0,0,0,0,2,1,2,25,0.0,0
0,0,35,0,0,0,0,0,2,1,2,25,0.0,0
0,0,34,0,0,0,0,0,2,1,2,25,0.0,1
0,0,34,0,10450,137,0,45,3,1,1,30,423.48,0
0,0,34,0,5703,58,76,35,2,1,1,25,601.245,0
0,1,30,0,0,0,0,0,2,1,2,25,0.0,1
2,1,33,0,4803,81,0,22,2,1,1,25,219.78,1
0,0,31,0,1825,5,0,12,3,1,1,30,73.2,0
0,0,32,0,1975,24,0,14,2,1,2,25,89.955,1
0,0,33,0,1253,27,2,29,3,1,2,30,59.2,1
0,1,33,0,0,0,0,0,2,1,2,25,0.0,1
0,0,33,0,653,8,0,4,3,1,1,30,26.44,0
0,0,33,0,0,0,0,0,3,1,2,30,0.0,1
0,0,33,0,2703,65,0,26,2,1,1,25,124.56,0
0,0,32,0,650,27,6,18,3,1,2,30,51.08,0
0,0,33,0,1765,36,143,21,2,1,1,25,724.545,0
0,0,24,0,300,19,161,9,2,2,1,25,738.855,0
0,0,24,0,0,0,0,0,2,1,2,25,0.0,0
0,0,22,0,210,15,0,11,2,1,1,25,10.125,0
0,0,22,0,2210,44,0,21,3,1,1,30,90.16,0
3,0,36,0,4065,65,0,15,2,1,1,25,185.85,0
0,0,37,0,0,0,0,0,2,1,2,25,0.0,0
6,0,36,0,3470,76,25,26,2,1,1,25,272.07,0
8,0,35,1,8810,115,137,41,3,1,1,30,905.0,0
2,0,36,0,13468,163,0,42,3,1,1,30,545.24,0
2,0,36,0,4210,77,0,23,3,1,1,30,171.48,0
1,0,36,0,5613,89,0,10,2,1,1,25,256.59,0
4,0,36,0,1933,48,1,15,3,1,2,30,83.24,0
0,0,35,0,6195,80,179,24,3,1,1,30,967.0,0
0,0,35,0,570,8,0,9,2,1,2,25,26.01,0
0,0,36,0,405,8,6,6,2,1,2,25,45.585,0
0,1,35,0,0,0,0,0,2,1,2,25,0.0,1
2,0,35,0,11160,148,4,45,3,1,1,30,468.32,0
3,0,35,0,6413,69,101,35,2,1,1,25,746.19,0
18,0,31,0,650,41,9,15,2,1,2,25,71.595,1
8,0,34,0,5513,92,19,22,2,1,1,25,337.725,1
0,0,32,0,2535,16,0,12,3,1,1,30,102.04,0
4,0,33,0,2685,35,2,14,2,1,2,25,131.4,1
4,1,34,0,1963,38,27,29,3,1,2,30,188.04,1
0,0,34,0,0,0,0,0,3,1,2,30,0.0,1
0,0,34,0,1363,19,0,4,3,1,1,30,55.28,0
0,0,34,0,3413,76,0,26,2,1,1,25,157.005,0
0,0,33,0,1360,38,31,18,3,1,2,30,179.92,0
1,0,34,0,2475,47,168,21,2,1,1,25,869.49,0
0,0,25,0,1010,30,186,9,2,2,1,25,883.8,0
6,0,25,0,395,19,3,5,2,1,2,25,32.13,0
5,0,23,0,920,26,12,11,2,1,1,25,96.57,0
0,0,23,0,2920,55,1,21,3,1,1,30,123.0,0
3,0,36,0,4065,65,0,15,2,1,1,25,185.85,0
0,0,37,0,0,0,0,0,2,1,2,25,0.0,0
6,0,36,0,3470,76,25,26,2,1,1,25,272.07,0
8,0,35,1,8810,115,137,41,3,1,1,30,905.0,0
2,0,36,0,13468,163,0,42,3,1,1,30,545.24,0
2,0,36,0,4210,77,0,23,3,1,1,30,171.48,0
1,0,36,0,5613,89,0,10,2,1,1,25,256.59,0
4,0,36,0,1933,48,1,15,3,1,2,30,83.24,0
0,0,35,0,6195,80,179,24,3,1,1,30,967.0,0
0,0,35,0,570,8,0,9,2,1,2,25,26.01,0
0,0,36,0,405,8,6,6,2,1,2,25,45.585,0
0,0,35,0,0,0,0,0,2,1,2,25,0.0,1
2,0,35,0,11160,148,4,45,3,1,1,30,468.32,0
3,0,35,0,6413,69,101,35,2,1,1,25,746.19,0
18,1,31,0,650,41,9,15,2,1,2,25,71.595,1
8,0,34,0,5513,92,19,22,2,1,1,25,337.725,1
0,0,32,0,2535,16,0,12,3,1,1,30,102.04,0
4,1,33,0,2685,35,2,14,2,1,2,25,131.4,1
4,0,34,0,1963,38,27,29,3,1,2,30,188.04,1
0,1,34,0,0,0,0,0,3,1,2,30,0.0,1
0,0,34,0,1363,19,0,4,3,1,1,30,55.28,0
0,0,34,0,3413,76,0,26,2,1,1,25,157.005,0
0,0,33,0,1360,38,31,18,3,1,2,30,179.92,0
1,0,34,0,2475,47,168,21,2,1,1,25,869.49,0
0,0,25,0,1010,30,186,9,2,2,1,25,883.8,0
6,0,25,0,395,19,3,5,2,1,2,25,32.13,0
5,0,23,0,920,26,12,11,2,1,1,25,96.57,0
0,0,23,0,2920,55,1,21,3,1,1,30,123.0,0
13,0,40,1,4675,77,12,19,3,1,1,30,238.08,0
5,0,41,0,623,11,14,6,3,1,2,30,81.36,0
8,0,40,1,2698,64,9,35,2,1,1,25,164.79,0
16,0,40,2,4080,88,39,30,3,1,1,30,322.72,0
12,0,40,1,14078,175,7,46,3,1,1,30,598.12,0
12,0,40,2,4820,89,9,27,3,1,1,30,232.36,0
11,0,40,1,6223,101,14,14,3,1,1,30,308.96,0
14,1,40,0,2543,60,15,19,3,1,2,30,164.12,0
8,0,39,2,6805,92,193,28,3,1,1,30,1047.88,0
5,0,39,0,1180,20,7,13,2,1,2,25,85.5,0
7,0,40,0,1015,20,20,10,3,1,2,30,121.4,0
5,0,39,0,305,6,7,2,2,1,2,25,45.495,1
13,0,39,2,7023,81,115,39,2,1,1,25,837.18,0
28,0,35,0,1260,53,23,19,3,1,2,30,144.52,1
18,0,38,2,6123,104,33,26,2,1,1,25,428.715,0
6,0,36,1,3145,28,7,16,3,1,1,30,154.92,0
14,1,37,0,3295,47,16,18,3,1,2,30,197.68,1
5,0,38,0,438,8,7,4,3,1,2,30,45.84,1
7,0,38,1,4023,88,9,30,3,1,1,30,200.44,0
8,0,37,0,1970,50,45,22,3,1,2,30,260.8,0
11,0,38,1,3085,59,182,25,2,1,1,25,960.48,0
9,0,29,2,1620,42,200,13,3,2,1,30,866.48,0
16,0,29,0,1005,31,17,9,3,1,2,30,109.44,0
15,0,27,1,1530,38,26,15,2,1,1,25,187.56,0
7,0,27,1,3530,67,15,25,3,1,1,30,203.88,0
7,0,20,1,2000,32,35,16,3,1,1,30,221.28,0
21,0,19,2,6698,147,92,44,2,2,1,25,722.025,0
16,0,42,2,4735,80,17,21,3,1,1,30,260.6,0
8,0,43,2,683,14,19,8,3,1,1,30,103.88,0
11,0,42,2,2758,67,14,37,2,1,1,25,190.125,0
14,0,42,2,6283,104,19,16,3,1,1,30,331.48,0
8,0,41,2,1240,23,12,15,2,1,1,25,110.835,0
10,0,42,2,1075,23,25,12,3,1,1,30,143.92,0
8,0,41,2,365,9,12,4,3,1,1,30,62.96,1
9,0,38,2,3205,31,12,18,3,1,1,30,177.44,0
17,1,39,2,3355,50,21,20,3,1,1,30,220.2,1
8,0,40,2,498,11,12,6,3,1,1,30,68.36,1
10,0,40,2,4083,91,14,32,3,1,1,30,222.96,0
14,0,40,2,3145,62,187,27,2,1,1,25,985.815,0
19,0,31,2,1065,34,22,11,3,1,1,30,131.96,0
18,0,29,2,1590,41,31,17,2,1,1,25,212.895,0
10,0,29,2,3590,70,20,27,3,1,1,30,226.4,0
10,0,22,2,2060,35,40,18,3,1,1,30,243.8,0
10,0,38,1,4615,74,7,17,3,1,1,30,215.56,0
5,0,39,0,563,8,9,4,3,1,2,30,58.84,0
5,0,38,1,2638,61,7,33,2,1,1,25,152.955,0
13,0,38,1,4020,85,34,28,3,1,1,30,300.2,0
15,0,37,2,9360,124,146,43,3,1,1,30,963.36,0
9,0,38,1,14018,172,7,44,3,1,1,30,595.6,0
9,0,38,1,4760,86,7,25,3,1,1,30,221.84,0
8,0,38,1,6163,98,9,12,3,1,1,30,286.44,0
11,0,38,0,2483,57,10,17,3,1,2,30,141.6,0
5,0,37,1,6745,89,188,26,3,1,1,30,1025.36,0
5,0,37,0,1120,17,7,11,2,1,2,25,82.665,0
5,0,38,0,955,17,15,8,3,1,2,30,98.88,0
5,0,37,0,305,6,7,2,2,1,2,25,45.495,1
10,0,37,1,6963,78,110,37,2,1,1,25,811.845,0
25,1,33,0,1200,50,18,17,3,1,2,30,122.0,1
15,0,36,1,6063,101,28,24,2,1,1,25,403.38,0
5,0,34,1,3085,25,7,14,3,1,1,30,152.4,0
11,0,35,0,3235,44,11,16,3,1,2,30,175.16,1
11,1,36,0,2513,47,36,31,3,1,2,30,246.4,1
5,0,36,0,305,6,7,2,3,1,2,30,40.44,1
5,0,36,1,3963,85,7,28,3,1,1,30,189.92,0
5,0,35,0,1910,47,40,20,3,1,2,30,238.28,0
8,0,36,1,3025,56,177,23,2,1,1,25,935.145,0
6,0,27,1,1560,39,195,11,2,2,1,25,949.455,0
13,0,27,0,945,28,12,7,3,1,2,30,86.92,0
12,0,25,1,1470,35,21,13,2,1,1,25,162.225,0
5,0,25,1,3470,64,10,23,3,1,1,30,181.36,0
14,0,44,2,4755,79,22,23,3,1,1,30,281.36,0
6,0,45,0,703,13,24,10,3,1,2,30,124.64,0
9,0,44,2,2778,66,19,39,2,1,1,25,213.48,0
12,0,44,2,6303,103,24,18,3,1,1,30,352.24,0
15,1,44,0,2623,62,25,23,3,1,2,30,207.4,0
